Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
1,700241,M. McGreevy,Michael McGreevy,McGreevy,Michael,P,St. Louis Cardinals,STL,138,St. Louis,mlb,STL,Memphis Redbirds,MEM,235,Memphis,AAA,STL,L,R,23.3,25,97,97,522.1,8456,2200,13.8%,92.6,93.1,13.8,6.32,20.7%,5.8%,64.4%,49.0%,16.0%,61.8%,64.3%,19.05%,47.78%,26.9%,21.4%,12.6%,30.6%,78.6%,14.4%,.286,.317,68.53,.008
2,672712,L. Palacios,Luis Palacios,Palacios,Luis,P,Pensacola Blue Wahoos,PNS,4124,Pensacola,aax,MIA,Pensacola Blue Wahoos,PNS,4124,Pensacola,AAX,MIA,L,L,23.8,25,112,77,499.1,7498,2085,1.5%,88.4,89.4,14.7,5.81,19.7%,5.8%,65.8%,52.0%,15.5%,64.2%,65.3%,18.31%,46.10%,27.6%,24.2%,17.9%,28.3%,75.8%,15.8%,.295,.321,51.21,.007
3,691786,M. Morales,Michael Morales,Morales,Michael,P,Arkansas Travelers,ARK,574,Arkansas,aax,SEA,Arkansas Travelers,ARK,574,Arkansas,AAX,SEA,R,R,21.4,23,101,101,485.2,7608,2101,33.4%,91.7,92.5,18.9,5.95,21.8%,8.4%,63.7%,49.5%,16.5%,62.3%,61.9%,22.97%,49.26%,29.2%,27.1%,19.3%,27.5%,72.9%,15.6%,.301,.318,36.37,.005
4,696040,P. Chen,Po-Yu Chen,Chen,Po-Yu,P,Altoona Curve,ALT,452,Altoona,aax,PIT,Altoona Curve,ALT,452,Altoona,AAX,PIT,L,R,22.4,24,107,101,479.0,7549,2073,20.7%,91.2,92.4,17.6,6.04,20.8%,8.9%,64.0%,50.7%,15.2%,62.7%,61.7%,19.23%,49.80%,26.3%,25.2%,18.6%,27.9%,74.8%,16.4%,.315,.329,22.56,.003
5,692230,C. Rodriguez,Carlos Rodriguez,Rodriguez,Carlos,P,Milwaukee Brewers,MIL,158,Milwaukee,mlb,MIL,Nashville Sounds,NAS,556,Nashville,AAA,MIL,R,R,22.1,24,99,88,460.0,7707,1939,29.8%,92.3,93.1,16.6,5.98,26.5%,10.6%,60.9%,45.2%,19.4%,60.0%,59.1%,23.68%,53.78%,28.7%,31.7%,24.1%,28.7%,68.3%,13.9%,.276,.287,79.76,.010
6,683157,E. Fitterer,Evan Fitterer,Fitterer,Evan,P,El Paso Chihuahuas,ELP,4904,El Paso,aaa,SD,El Paso Chihuahuas,ELP,4904,El Paso,AAA,SD,R,R,23.8,25,111,86,456.0,7980,2014,32.8%,93.8,94.9,11.0,5.92,20.8%,12.1%,60.1%,48.1%,18.3%,57.2%,59.3%,18.68%,48.98%,25.8%,25.4%,18.2%,24.1%,74.6%,12.0%,.301,.321,52.38,.007
7,684516,H. Rincon,Hancel Rincon,Rincon,Hancel,P,Memphis Redbirds,MEM,235,Memphis,aaa,STL,Springfield Cardinals,SPR,440,Springfield,AAX,STL,R,R,21.9,23,87,77,437.2,6619,1819,42.9%,91.9,93.7,18.0,5.72,21.0%,6.5%,66.3%,50.6%,16.4%,64.7%,60.7%,20.89%,46.49%,26.6%,25.2%,17.3%,31.5%,74.8%,17.0%,.278,.299,77.69,.012
8,680572,A. Kloffenstein,Adam Kloffenstein,Kloffenstein,Adam,P,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,aaa,NYY,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,AAA,NYY,R,R,23.3,25,92,87,428.2,7231,1890,5.1%,91.5,91.7,9.8,6.46,23.6%,10.6%,62.2%,48.3%,18.1%,59.5%,58.9%,21.86%,52.44%,28.8%,29.9%,19.8%,29.1%,70.1%,15.8%,.311,.346,47.74,.007
9,691251,A. Lara,Andry Lara,Lara,Andry,P,Rochester Red Wings,ROC,534,Rochester,aaa,WSH,Rochester Red Wings,ROC,534,Rochester,AAA,WSH,R,R,21.1,23,97,84,406.1,6452,1749,22.0%,93.9,94.7,17.3,5.87,20.8%,9.0%,62.5%,48.2%,17.2%,58.6%,58.1%,23.56%,48.78%,26.9%,26.7%,17.3%,28.7%,73.3%,16.7%,.294,.320,45.99,.007
10,692352,M. Mercedes,Manuel Mercedes,Mercedes,Manuel,P,Richmond Flying Squirrels,RIC,3410,Richmond,aax,SF,Richmond Flying Squirrels,RIC,3410,Richmond,AAX,SF,R,R,21.5,23,112,71,401.1,6938,1826,0.3%,93.5,94.7,10.3,5.72,16.4%,11.6%,58.9%,46.4%,18.9%,54.5%,55.1%,16.57%,42.65%,25.4%,20.9%,14.0%,23.1%,79.1%,13.8%,.317,.340,0.83,.000
11,801179,Y. Lin,Yu-Min Lin,Lin,Yu-Min,P,Reno Aces,RNO,2310,Reno,aaa,AZ,Reno Aces,RNO,2310,Reno,AAA,AZ,L,L,20.8,22,87,87,400.2,6824,1740,15.7%,90.8,91.7,14.1,6.01,24.9%,10.5%,61.0%,46.6%,20.0%,58.9%,56.8%,22.34%,55.16%,29.8%,29.4%,20.7%,26.1%,70.6%,14.8%,.318,.334,2.54,.000
12,694205,V. Lizarraga,Victor Lizarraga,Lizarraga,Victor,P,San Antonio Missions,SA,510,San Antonio,aax,SD,San Antonio Missions,SA,510,San Antonio,AAX,SD,R,R,20.3,22,93,90,397.0,6624,1743,32.8%,91.3,92.4,15.2,6.62,21.6%,10.6%,61.6%,48.4%,17.8%,59.8%,61.8%,21.78%,49.83%,27.5%,26.4%,19.1%,24.2%,73.6%,16.6%,.314,.319,14.56,.002
13,703615,J. Cabrera,Jose Cabrera,Cabrera,Jose,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Amarillo Sod Poodles,AMA,5368,Amarillo,AAX,AZ,R,R,21.8,23,77,77,395.2,6352,1716,27.7%,93.4,94.3,14.3,6.16,20.7%,8.3%,63.9%,50.3%,15.9%,61.4%,59.4%,21.78%,45.60%,27.6%,26.5%,19.5%,28.6%,73.5%,13.7%,.299,.324,45.50,.007
14,686857,J. Gonzalez,James Gonzalez,Gonzalez,James,P,Midland RockHounds,MID,237,Midland,aax,ATH,Midland RockHounds,MID,237,Midland,AAX,ATH,L,L,23.4,25,97,69,395.1,6482,1715,34.9%,91.6,92.7,17.7,5.77,24.1%,9.2%,62.4%,46.9%,17.2%,59.2%,59.9%,24.45%,53.21%,30.3%,30.8%,21.2%,28.2%,69.2%,14.4%,.299,.318,29.78,.005
15,692589,V. Juarez,Victor Juarez,Juarez,Victor,P,Hartford Yard Goats,HFD,538,Hartford,aax,COL,Hartford Yard Goats,HFD,538,Hartford,AAX,COL,R,R,20.9,22,106,63,394.1,6352,1679,33.6%,91.9,92.9,19.0,5.25,22.9%,7.4%,64.6%,49.4%,15.8%,62.6%,62.2%,20.20%,47.47%,28.7%,27.8%,20.6%,29.1%,72.2%,16.0%,.311,.348,21.09,.003
16,677337,P. Hansen,Pete Hansen,Hansen,Pete,P,Memphis Redbirds,MEM,235,Memphis,aaa,STL,Springfield Cardinals,SPR,440,Springfield,AAX,STL,R,L,24.0,25,77,76,390.0,6036,1645,41.9%,90.1,91.0,16.7,6.54,23.9%,7.3%,65.9%,51.1%,15.4%,62.2%,62.8%,23.94%,51.49%,29.2%,25.5%,16.3%,30.4%,74.5%,15.4%,.277,.298,72.58,.012
17,691008,M. Rajcic,Max Rajcic,Rajcic,Max,P,Memphis Redbirds,MEM,235,Memphis,aaa,STL,Memphis Redbirds,MEM,235,Memphis,AAA,STL,R,R,23.2,24,83,75,388.1,6508,1670,45.4%,93.1,94.0,17.9,6.12,22.2%,7.9%,62.8%,50.4%,17.6%,61.9%,61.5%,19.25%,47.52%,27.8%,25.3%,19.0%,25.3%,74.7%,16.4%,.307,.316,22.60,.003
18,682645,J. Rosario,Jerming Rosario,Rosario,Jerming,P,Oklahoma City Comets,OKC,238,Okla. City,aaa,LAD,Oklahoma City Comets,OKC,238,Okla. City,AAA,LAD,R,R,22.1,23,133,58,375.0,6804,1690,49.2%,94.5,95.7,18.0,5.90,26.5%,13.9%,60.1%,47.6%,20.7%,57.2%,58.3%,22.70%,56.74%,28.9%,31.4%,22.0%,25.2%,68.6%,16.4%,.307,.329,35.79,.005
19,702281,R. Snelling,Robby Snelling,Snelling,Robby,P,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,aaa,MIA,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,AAA,MIA,R,L,20.7,22,75,75,374.0,6025,1545,49.5%,93.2,94.5,18.5,6.12,27.8%,8.2%,65.3%,52.0%,13.8%,62.4%,62.2%,23.46%,53.74%,31.3%,28.8%,22.0%,27.2%,71.2%,16.4%,.275,.297,60.15,.010
20,696149,B. Chandler,Bubba Chandler,Chandler,Bubba,P,Pittsburgh Pirates,PIT,134,Pittsburgh,mlb,PIT,Indianapolis Indians,IND,484,Indianapolis,AAA,PIT,S,R,21.0,23,89,83,372.0,6323,1578,58.6%,96.4,98.1,19.9,6.56,29.0%,11.0%,63.2%,49.4%,16.0%,60.5%,58.9%,22.23%,58.04%,30.6%,31.5%,23.7%,27.2%,68.5%,15.5%,.287,.299,59.26,.009
21,700924,F. Mozzicato,Frank Mozzicato,Mozzicato,Frank,P,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,aax,KC,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,AAX,KC,L,L,20.7,22,90,86,369.0,6395,1626,52.5%,90.0,91.4,21.5,6.07,25.2%,16.4%,58.1%,45.1%,19.8%,56.6%,54.2%,24.35%,60.07%,27.6%,31.0%,21.6%,24.9%,69.0%,16.3%,.305,.318,34.24,.005
22,683568,J. Iriarte,Jairo Iriarte,Iriarte,Jairo,P,Birmingham Barons,BIR,247,Birmingham,aax,CWS,Birmingham Barons,BIR,247,Birmingham,AAX,CWS,R,R,22.4,24,114,66,365.1,6155,1602,36.2%,94.0,95.5,15.7,6.67,26.2%,11.7%,61.1%,47.1%,18.4%,58.9%,56.3%,24.67%,55.12%,29.4%,29.8%,20.2%,27.9%,70.2%,16.3%,.305,.320,27.00,.004
23,696062,W. Dotel,Wilber Dotel,Dotel,Wilber,P,Pittsburgh Pirates,PIT,134,Pittsburgh,mlb,PIT,Indianapolis Indians,IND,484,Indianapolis,AAA,PIT,R,R,21.6,23,87,79,363.2,6167,1576,28.5%,95.0,97.0,16.5,6.38,22.0%,11.0%,62.4%,49.2%,17.8%,59.6%,56.7%,19.50%,45.74%,27.0%,26.6%,19.9%,26.5%,73.4%,14.4%,.303,.314,48.83,.008
24,690294,S. Murphy,Shane Murphy,Murphy,Shane,P,Birmingham Barons,BIR,247,Birmingham,aax,CWS,Birmingham Barons,BIR,247,Birmingham,AAX,CWS,L,L,23.5,25,79,66,363.0,5094,1433,34.1%,89.1,90.1,20.9,6.18,21.6%,5.5%,67.9%,56.5%,10.7%,68.9%,67.8%,21.86%,46.58%,30.2%,25.3%,17.9%,29.9%,74.7%,16.3%,.281,.277,59.74,.012
25,700712,W. Urena,Walbert Urena,Urena,Walbert,P,Los Angeles Angels,LAA,108,LA Angels,mlb,LAA,Salt Lake Bees,SL,561,Salt Lake,AAA,LAA,R,R,20.3,22,80,77,362.2,6266,1603,22.4%,96.3,98.3,14.8,5.60,21.1%,13.9%,58.4%,48.2%,17.8%,55.1%,52.9%,20.73%,51.44%,26.4%,27.5%,19.6%,23.8%,72.5%,13.1%,.313,.312,35.80,.006
26,695776,J. Stephan,Josh Stephan,Stephan,Josh,P,Round Rock Express,RR,102,Round Rock,aaa,TEX,Round Rock Express,RR,102,Round Rock,AAA,TEX,R,R,22.4,24,76,69,359.2,5458,1500,10.0%,92.1,92.6,11.5,5.76,24.1%,6.4%,66.2%,51.4%,14.9%,61.4%,63.2%,25.22%,50.00%,30.9%,27.2%,18.4%,29.4%,72.8%,14.9%,.291,.310,38.71,.007
27,691436,A. Pacheco,Alberto Pacheco,Pacheco,Alberto,P,Hartford Yard Goats,HFD,538,Hartford,aax,COL,Hartford Yard Goats,HFD,538,Hartford,AAX,COL,L,L,21.6,23,80,65,359.1,6072,1589,7.0%,92.7,94.3,15.4,5.44,21.3%,9.6%,63.1%,50.3%,17.5%,60.0%,60.9%,19.85%,46.18%,26.5%,25.0%,19.5%,24.9%,75.0%,15.9%,.320,.336,9.56,.002
28,800048,P. Messick,Parker Messick,Messick,Parker,P,Cleveland Guardians,CLE,114,Cleveland,mlb,CLE,Columbus Clippers,COL,445,Columbus,AAA,CLE,L,L,23.6,25,73,70,354.0,5842,1476,49.6%,92.1,93.2,17.7,6.28,28.5%,8.5%,63.2%,48.3%,16.2%,62.2%,59.4%,24.66%,56.34%,30.0%,31.8%,21.6%,29.8%,68.2%,13.7%,.272,.294,63.30,.011
29,682858,G. Barbosa,Gabriel Barbosa,Barbosa,Gabriel,P,Reading Fightin Phils,REA,522,Reading,aax,PHI,Jersey Shore BlueClaws,JS,427,Jersey Shore,AFA,PHI,R,R,22.4,24,94,47,352.2,5380,1516,19.5%,90.8,91.3,12.2,5.65,21.8%,5.9%,67.9%,50.2%,15.7%,65.9%,65.1%,19.88%,46.96%,30.1%,27.5%,17.6%,33.2%,72.5%,13.1%,.280,.318,67.13,.012
30,703420,J. Marcheco,Jorge Marcheco,Marcheco,Jorge,P,Lansing Lugnuts,LAN,499,Lansing,afa,ATH,Midland RockHounds,MID,237,Midland,AAX,ATH,R,R,21.7,23,85,64,352.0,5730,1466,32.5%,88.4,89.5,18.9,5.79,25.3%,6.6%,65.2%,49.6%,16.1%,62.5%,61.0%,20.52%,51.87%,29.1%,24.8%,20.6%,28.3%,75.2%,17.4%,.290,.304,30.00,.005
31,687288,D. Harrison,Devereaux Harrison,Harrison,Devereaux,P,Buffalo Bisons,BUF,422,Buffalo,aaa,TOR,Buffalo Bisons,BUF,422,Buffalo,AAA,TOR,R,R,23.7,25,102,57,349.2,5839,1491,45.2%,92.9,93.8,19.7,6.85,21.9%,10.9%,62.4%,50.8%,14.9%,59.9%,57.2%,19.71%,50.45%,26.5%,25.8%,20.8%,25.5%,74.2%,15.4%,.296,.314,46.23,.008
32,694918,B. Tidwell,Blade Tidwell,Tidwell,Blade,P,San Francisco Giants,SF,137,San Francisco,mlb,SF,Sacramento River Cats,SAC,105,Sacramento,AAA,SF,R,R,22.9,24,78,70,347.1,5916,1478,40.0%,94.8,96.1,18.9,6.35,27.0%,11.6%,61.7%,47.7%,19.3%,61.8%,59.4%,23.28%,55.28%,29.9%,31.1%,23.3%,26.7%,68.9%,16.6%,.284,.303,55.81,.009
33,805123,A. Blubaugh,AJ Blubaugh,Blubaugh,AJ,P,Houston Astros,HOU,117,Houston,mlb,HOU,Sugar Land Space Cowboys,SUG,5434,Sugar Land,AAA,HOU,R,R,23.8,25,82,59,346.1,6014,1493,47.1%,92.6,93.9,18.5,6.39,24.8%,10.7%,62.8%,46.7%,19.0%,61.4%,59.4%,19.73%,50.08%,27.9%,26.8%,18.9%,29.5%,73.2%,16.8%,.297,.316,42.35,.007
33,690667,T. Dombroski,Trey Dombroski,Dombroski,Trey,P,Corpus Christi Hooks,CC,482,Corpus Christi,aax,HOU,Corpus Christi Hooks,CC,482,Corpus Christi,AAX,HOU,R,L,23.4,25,83,54,346.1,5863,1489,34.2%,90.1,90.8,18.1,6.08,26.1%,8.7%,62.6%,46.9%,17.1%,61.2%,60.3%,21.06%,53.83%,30.6%,31.2%,21.1%,28.7%,68.8%,17.0%,.280,.310,46.64,.008
35,683008,A. Short,Avery Short,Short,Avery,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Amarillo Sod Poodles,AMA,5368,Amarillo,AAX,AZ,R,L,23.0,25,79,72,345.1,5476,1490,28.8%,88.2,89.0,19.0,5.79,20.2%,8.3%,63.6%,49.6%,16.0%,61.3%,61.5%,20.58%,48.55%,27.6%,25.5%,17.6%,28.4%,74.5%,15.3%,.313,.325,18.58,.003
36,682254,M. Montgomery,Mason Montgomery,Montgomery,Mason,P,Pittsburgh Pirates,PIT,134,Pittsburgh,mlb,PIT,Durham Bulls,DUR,234,Durham,AAA,TB,L,L,23.3,25,96,70,345.0,5909,1474,64.4%,92.7,94.6,21.3,6.12,29.5%,9.5%,65.3%,52.2%,14.6%,63.3%,59.2%,20.59%,56.71%,29.6%,31.0%,24.0%,29.8%,69.0%,17.3%,.293,.312,61.68,.010
37,805871,J. Hurtado,Joel Hurtado,Hurtado,Joel,P,Rocket City Trash Pandas,RCT,559,Rocket City,aax,LAA,Rocket City Trash Pandas,RCT,559,Rocket City,AAX,LAA,R,R,23.3,25,76,63,340.0,5482,1494,21.8%,95.4,96.8,13.6,5.56,21.2%,10.6%,60.6%,47.4%,17.8%,55.7%,57.0%,23.70%,51.08%,27.0%,28.6%,18.9%,26.9%,71.4%,13.0%,.303,.314,35.31,.006
38,814351,L. Braun,Lucas Braun,Braun,Lucas,P,Gwinnett Stripers,GWN,431,Gwinnett,aaa,ATL,Columbus Clingstones,COL,6325,Columbus,AAX,ATL,R,R,23.3,24,62,60,339.2,5027,1375,21.0%,92.6,93.3,16.1,6.75,25.5%,6.6%,66.4%,52.0%,14.4%,65.5%,66.1%,23.87%,53.42%,29.9%,28.9%,20.2%,31.1%,71.1%,16.4%,.291,.282,37.39,.007
39,702474,M. Paredes,Mike Paredes,Paredes,Mike,P,St. Paul Saints,STP,1960,St. Paul,aaa,MIN,Wichita Wind Surge,WCH,3898,Wichita,AAX,MIN,R,R,23.7,25,126,25,337.0,5068,1368,34.3%,92.5,93.6,18.2,6.11,21.8%,5.8%,65.5%,49.4%,16.4%,65.3%,63.9%,20.32%,45.28%,28.3%,27.0%,18.3%,31.9%,73.0%,13.3%,.269,.283,63.29,.012
40,701549,J. Nowlin,Jaylen Nowlin,Nowlin,Jaylen,P,Wichita Wind Surge,WCH,3898,Wichita,aax,MIN,Wichita Wind Surge,WCH,3898,Wichita,AAX,MIN,L,L,23.3,25,116,49,336.0,5843,1489,33.5%,92.5,93.7,17.8,6.12,26.6%,11.7%,59.9%,46.2%,20.2%,57.7%,56.6%,26.27%,58.35%,28.6%,31.3%,22.4%,25.4%,68.7%,15.5%,.305,.319,17.98,.003
41,702373,F. Arronde,Felix Arronde,Arronde,Felix,P,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,aax,KC,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,AAX,KC,R,R,21.1,22,78,68,335.2,5059,1378,36.0%,93.1,94.8,18.3,6.34,23.6%,8.4%,64.1%,50.8%,16.5%,61.9%,62.9%,21.28%,51.86%,29.1%,27.3%,18.6%,27.2%,72.7%,13.3%,.286,.289,40.58,.008
42,683175,C. Phillips,Connor Phillips,Phillips,Connor,P,Cincinnati Reds,CIN,113,Cincinnati,mlb,CIN,Louisville Bats,LOU,416,Louisville,AAA,CIN,R,R,22.8,24,102,67,331.1,6234,1484,55.4%,96.7,97.8,20.5,5.89,28.5%,13.9%,60.3%,47.1%,19.6%,58.1%,55.1%,22.11%,55.50%,30.1%,30.8%,21.5%,26.0%,69.2%,17.1%,.309,.335,40.94,.007
43,695556,S. Panzini,Shane Panzini,Panzini,Shane,P,Omaha Storm Chasers,OMA,541,Omaha,aaa,KC,Omaha Storm Chasers,OMA,541,Omaha,AAA,KC,R,R,22.5,24,88,63,330.0,5915,1464,60.6%,92.4,94.1,20.3,6.24,23.6%,12.1%,62.2%,51.1%,15.3%,58.7%,57.7%,18.18%,49.48%,27.1%,24.4%,17.4%,24.3%,75.6%,18.6%,.331,.358,1.40,.000
44,683636,J. Carela,Juan Carela,Carela,Juan,P,ACL White Sox,A-WSX,1997,ACL White Sox,rok,CWS,Birmingham Barons,BIR,247,Birmingham,AAX,CWS,R,R,21.5,24,69,66,329.1,5349,1403,4.7%,92.0,92.2,11.7,6.19,27.2%,10.0%,63.3%,47.2%,19.4%,61.7%,61.1%,23.97%,55.42%,31.4%,31.9%,19.8%,30.0%,68.1%,15.0%,.296,.299,40.58,.008
45,672456,K. Montero,Keider Montero,Montero,Keider,P,Detroit Tigers,DET,116,Detroit,mlb,DET,Toledo Mud Hens,TOL,512,Toledo,AAA,DET,R,R,23.1,25,76,73,326.0,5435,1417,51.5%,94.5,95.6,17.5,6.27,25.5%,9.3%,64.0%,50.4%,14.7%,61.1%,62.9%,22.95%,54.59%,28.3%,26.3%,18.6%,28.0%,73.7%,16.1%,.299,.333,41.57,.008
